headline,time,roberta_neg,roberta_neu,roberta_pos,compound,label
FTX VS Coinbase - Which Crypto Exchange Dapp to Choose in 2023?,1668254044,0.02109130099415779,0.9231278896331787,0.05578078329563141,-0.21858791678965972,-1
FTX Files for Bankruptcy in US,1668177130,0.1330711394548416,0.8476907014846802,0.01923825964331627,-0.8544519270491058,-1
Bitcoin (BTC) Price Plummets Further as FTX’s Solvency Woes,1668256421,0.20027650892734528,0.7187023758888245,0.0810210108757019,-0.6309526844591411,-1
Who's next after FTX?,1668247286,0.03942002356052399,0.9135286808013916,0.04705135151743889,-0.4088226183243255,-1
Waiting.. SBF is in deep 💩,1668146300,0.5375667810440063,0.42242491245269775,0.04000832512974739,-0.8907222285837223,-1
Binance CEO expects extra regulatory scrutiny following FTX implosion,1668254454,0.25396859645843506,0.706989049911499,0.03904237225651741,-0.8277122537454338,-1
This is correct (Crypto exchange Binance abandons rescue of FTX one day after announcing takeover bid)؟,1668037372,0.02327354997396469,0.5444406270980835,0.4322859048843384,0.38119805254642686,1
Binance Killed FTX - Billions Lost - Crypto Mayhem - Nigel Green CEO WealthTech,1668056963,0.76481693983078,0.22418661415576935,0.0109963808208704,-0.9748295327118223,-1
How will the FTX thunderstorm affect Solana and even the entire DeFi Lego?,1668078962,0.14384551346302032,0.8325398564338684,0.02361464500427246,-0.8353689340120346,-1
is there any chance things can happen to binance as same happen to ftx?,1668201609,0.1161537691950798,0.8638683557510376,0.01997791975736618,-0.8332679940483442,-1
US DOJ asks Binance for information on FTX,1668150104,0.10126006603240967,0.8774396777153015,0.021300362423062325,-0.8049055755573395,-1
"Binance Backs Out of FTX Acquisition, Cites Crypto Change’s Stability Sheet and Pending US Investigations",1668172935,0.028851913288235664,0.9211146831512451,0.050033435225486755,-0.3157116037854209,-1
Latest Developments Following the FTX Collapse,1668113606,0.05839266628026962,0.9122506380081177,0.029356664046645164,-0.6360916646337561,-1
Freeze BNB funds that have been hacked from FTX?,1668258654,0.4334425628185272,0.5522849559783936,0.014272472821176052,-0.9538490334948135,-1
"FTX Files For Bankruptcy, SBF Resigns as CEO",1668197936,0.09187746047973633,0.8727421164512634,0.03538045659661293,-0.6865980795665283,-1
Binance Ends FTX Acquisition Citing Due Diligence,1668079637,0.25602981448173523,0.7249785661697388,0.01899164542555809,-0.9119533028134679,-1
Uncle Sam... (mafia bears),1668033749,0.20792269706726074,0.7504978179931641,0.041579436510801315,-0.7917707786851684,-1
Portfolio of FTX and Alameda Research – Which projects should investors be careful with?,1668061018,0.27432090044021606,0.7074567675590515,0.018222341313958168,-0.9194882943118011,-1
SBF haircut FTW,1668520883,0.12273683398962021,0.7981480956077576,0.07911514490842819,-0.5289387367686833,-1
Binance to Share FTX Deal Documents with UK Lawmakers: Report,1668519131,0.04395487159490585,0.9314969182014465,0.024548308923840523,-0.6170997810725137,-1
"After the collapse of FTX, people are moving more and more money to DEXs",1668336824,0.23995888233184814,0.6887975931167603,0.07124347239732742,-0.6998266640296009,-1
"What I see: -Technicals looking bad (price below June's low, indicators bearish, funding reset...) -Same bull traps as always, but even weaker. People falling for them. -Comments like ''you are going to miss the train''. Really? This is not over. Final capitulation is likely.",1668586446,0.8936881422996521,0.09805779904127121,0.008254111744463444,-0.982594460757962,-1
So I’m getting a bit nervous of these exchanges and wonder if it’s best to pull my crypto and put into a MetaMask or trust wallet rather than keep money on these exchanges after ftx and now crypto .com cro tanking.,1668391473,0.7074781656265259,0.2788602411746979,0.013661614619195461,-0.9673939394095683,-1
The DOWNFALL Of Sam Bankman-Fried And FTX (Reaction to @Wall Street Millennial),1668558915,0.12340051680803299,0.8417742848396301,0.03482522442936897,-0.7450765550188089,-1
SBF name reveal,1668607731,0.09939761459827423,0.8201167583465576,0.08048570156097412,-0.4720816954051683,-1
FTX Sees Mysterious Outflows Totaling More than $600M,1668332739,0.06946643441915512,0.8681588768959045,0.0623747780919075,-0.4645202663648038,-1
CZ Dismisses 'Slight' Increase in Binance BTC Withdrawals After FTX Crash,1668504459,0.2529720067977905,0.7119367718696594,0.03509122505784035,-0.8430910005587099,-1
What do you think of the efforts of cryptocurrency analysts and citizen journalists during the downfall of FTX? What role do they play?,1668589680,0.1514655202627182,0.8283618092536926,0.02017276920378208,-0.8622970331410486,-1
50% of galois-capital assets are stuck on FTX,1668335948,0.5645418167114258,0.4157562255859375,0.019701967015862465,-0.9465758804076796,-1
Recommendations for new SEPA on-ramp now that FTX has gone belly up?,1668390124,0.5163922309875488,0.46201804280281067,0.02158970572054386,-0.9382793457953844,-1
"What do you think of Axie's AXS Tokens Get Unlocked, Recipients Send $5.7M Worth to FTX exchange, and what impact does this have on the current P2E?",1668505648,0.1004072055220604,0.8726078867912292,0.02698490209877491,-0.7611895224632278,-1
"""SBF porno has been coined into an NFT and is currently being auctioned off with an expiry of 11/18/22"" (sbfleaks.eth)",1668660682,0.43834808468818665,0.534156084060669,0.027495816349983215,-0.913480484272723,-1
What is the worst-case scenario for Bitcoin in the FTX Crisis?,1668800605,0.33752182126045227,0.6426934003829956,0.019784733653068542,-0.9248432738403297,-1
Is my crypto at FTX gone?,1668713206,0.1590808779001236,0.8178865313529968,0.023032616823911667,-0.8504935374029102,-1
Calling FTX afectees from pakistan,1668873110,0.019712483510375023,0.8534393906593323,0.12684807181358337,-0.007652484639174173,-1
FTX Collapse Domino Effect! Is the financial tsunami coming? - US financial news.,1668891976,0.3969327211380005,0.5562868714332581,0.04678051546216011,-0.8477900878917479,-1
another FTX meme for ya'll,1668833253,0.15364252030849457,0.7068327069282532,0.13952477276325226,-0.3845531988912926,-1
Did Binance allow SG users to access in light of FTX insolvency?,1668820174,0.10220786184072495,0.8656487464904785,0.032143428921699524,-0.7286076557972939,-1
Dramatic collapse of the cryptocurrency exchange FTX contains lessons for investors but won’t affect most people,1668693770,0.638816773891449,0.3344501852989197,0.026733051985502243,-0.9331000961588812,-1
"If you direct deposited money in FTX in the last 60 days, you can phone your bank and tell them you want a refund according to Section E of CFPB Regulations, and the bank can not refuse.",1668856478,0.14951840043067932,0.7575913667678833,0.0928901880979538,-0.5239129283467853,-1
"Bankman-Fried ran FTX as personal fiefdom, court hears",1669144672,0.2643420100212097,0.7191281914710999,0.01652979850769043,-0.9246184477535943,-1
"Coinbase, MicroStrategy Bonds Tank as FTX",1669053580,0.02234659343957901,0.9084033966064453,0.06924986094236374,-0.17471762924463,-1
This is my Last FTX meme,1669120157,0.023402975872159004,0.7067515850067139,0.2698453664779663,0.19003939080817517,1
"DYDX resumes USDC Liquidity provision/ staking at a market leading 14.31% apr. States ""influx of new demand for decentralised margin as a result of FTX implosion"" - Defi Pulse",1669163606,0.026082566007971764,0.8741142749786377,0.09980320930480957,-0.10738919478664447,-1
Hackers Laundering Hundreds Of Millions They Stole From The FTX,1669068872,0.683491051197052,0.30702388286590576,0.009485097602009773,-0.9768274668536469,-1
"DYDX resumes USDC Liquidity provision/ staking at a market leading 14.31% apr. States ""influx of new demand for decentralised margin as a result of FTX implosion"" - Defi Pulse",1669165528,0.026082566007971764,0.8741142749786377,0.09980320930480957,-0.10738919478664447,-1
