neg,neu,pos,compound,headline,time,label
0.151,0.849,0.0,-0.4939,"SEC Chair GaryGensler on The FTX Collapse &amp; Regulation | ""Running Out of Runway"" | 11/10/22 | Featuring Cory Klippsten and SBF",1668089657,-1
0.0,1.0,0.0,0.0,Who's next after FTX?,1668135124,0
0.0,1.0,0.0,0.0,FTX using arb to cover their $9.4 billion hole?,1668112456,0
0.236,0.764,0.0,-0.5719,Bitcoin bull Michael Saylor on FTX-Binance chaos: Crypto industry needs to grow up,1668104935,-1
0.0,1.0,0.0,0.0,Btc holdings on ftx,1668056369,0
0.242,0.758,0.0,-0.4939,Bitcoin rocked by collapse of FTX exchange | The Business | ABC News,1668129457,-1
0.0,1.0,0.0,0.0,Binance NOT buying FTX,1668051462,0
0.0,0.927,0.073,0.2023,After (FTX saga)- it is now clear that bitcoin maximalist were right all along. Some thought they are extreme thought…. But they were right,1668205824,1
0.0,1.0,0.0,0.0,I bet Larry had an account on FTX (NYKNYB),1668214224,0
0.0,1.0,0.0,0.0,FTX just started transferring millions to unknown wallets.,1668226231,0
0.0,1.0,0.0,0.0,What did FTX actually do with people's money?,1668219094,0
0.177,0.732,0.091,-0.5994,"What if, and I’m just spitballing here, the problem with FTX was the normalization of trading fake assets that anyone can invent out of thin air without regulation and that have no underlying value. Nope, can’t be it.",1668195841,-1
0.0,1.0,0.0,0.0,Embattled crypto exchange FTX files for bankruptcy,1668191977,0
0.0,1.0,0.0,0.0,A lesson from FTX,1668213683,0
0.262,0.738,0.0,-0.4939,Crypto lender BlockFi pauses withdrawals in wake of FTX’s collapse,1668191444,-1
0.307,0.693,0.0,-0.4767,FTX Bankruptcy: What Exactly Went Wrong &amp; Why?,1668224128,-1
0.231,0.769,0.0,-0.5574,"FTX right now, because there's just too much shit to keep track of...",1668232479,-1
0.0,0.476,0.524,0.5106,Fun FTX Rabbit Hole,1668201976,1
0.0,0.804,0.196,0.296,Cathie Woods’ ARK Buys 238K Coinbase Shares Amid FTX Fallout,1668165607,1
0.0,1.0,0.0,0.0,A lesson from FTX,1668213534,0
0.643,0.357,0.0,-0.5574,FTX Officially Bankrupt,1668176748,-1
0.108,0.755,0.137,0.1531,"If you lost money in FTX, this is where a good chunk of it went. Do you see a pattern?",1668194948,1
0.181,0.726,0.093,-0.5994,"What if, and I’m just spitballing here, the problem with FTX was the normalization of trading fake assets that anyone can invent out of thin air without regulation and have no underlying value. Nope, can’t be it.",1668195793,-1
0.0,1.0,0.0,0.0,"In case you're completely out of the loop about what's happening this week, here's the most concise rundown of the FTX/SBF situation",1668195892,0
0.0,0.781,0.219,0.4215,Jake Chervinsky Says FTX Can’t Be Regulated in the United States,1668163655,1
0.0,0.846,0.154,0.4753,"Hey look, Sam Bankman-Fried likes to sit on core workout balls when he works at the FTX office!",1668207033,1
0.333,0.667,0.0,-0.6705,At least $1 billion of client funds missing at failed crypto firm FTX,1668229545,-1
0.451,0.549,0.0,-0.5093,FTX Contagion Continues (BlockFi Rekt) !,1668182753,-1
0.0,1.0,0.0,0.0,FTX US announces it may halt trading on its platform in a few days,1668176864,0
0.0,0.934,0.066,0.4404,"NYDIG Ross Stevens statement following FTX and Alameda Saga, “In the strongest possible terms, I repeat, with humility: do not invest in non-Bitcoin crypto. Do not invest in non-Bitcoin DeFi. This is why NYDIG is a bitcoin company. Always has been, always will be.”",1668175149,1
0.0,1.0,0.0,0.0,Coldcard 15% Off: Code FCKFTX,1668202881,0
0.403,0.597,0.0,-0.4019,CONFIRMED - FTX HAS BEEN HACKED,1668231227,-1
0.13,0.87,0.0,-0.2023,Are ledger hardware wallets considered risky now because they are made by FTX?,1668191387,-1
0.0,0.795,0.205,0.3786,Convert my FTX balance to SOL a chance to get out !!,1668158348,1
0.0,1.0,0.0,0.0,FTX,1668191280,0
0.124,0.876,0.0,-0.4019,"""If there's ever a place I could be that I'm not gonna get in trouble, it's gonna be at FTX"" -Kevin O'Leary",1668229942,-1
0.0,1.0,0.0,0.0,0.71 BTC total on FTX,1668183331,0
0.0,1.0,0.0,0.0,Bought myself a ColdCard FCKFTX,1668226830,0
0.311,0.689,0.0,-0.886,"Same people who rob you in the fiat system wanna rob you in the name of ""crypto"" and that's why they fear Bitcoin maximalism so much",1668188397,-1
0.0,0.843,0.157,0.1531,"I'm flying to Washington. I want regulation (for crypto) and I want it now - Kevin O'Leary, FTX investor.",1668199003,1
0.117,0.609,0.274,0.4767,Many lost their funds to ftx still scum like this @algodtrading managed to take a profit,1668173269,1
0.0,1.0,0.0,0.0,This was sent in FTX Telegram channel a few minutes ago. Apparently someone is hacking FTX as I post this.,1668230172,0
0.0,1.0,0.0,0.0,Wild. High up FTX employee sees his FTX account go to zero while on live podcast,1668283319,0
0.0,1.0,0.0,0.0,FTX hacker identity found! apparently tried to offload funds to Kraken!!,1668266151,0
0.0,1.0,0.0,0.0,FTX can be regarded as a partly Chinese company,1668253590,0
0.0,0.852,0.148,0.3818,Will the FTX debacle be pretext for predatory government regulations and how do we protect ourselves?,1668302550,1
0.0,0.823,0.177,0.722,This clown predicted that some big player would go to zero and mark the bottom. But he still kept his money with FTX. Well done Kevin. You played yourself! HFSP.,1668279199,1
0.211,0.789,0.0,-0.34,Renowned short-seller Marc Cohodes was warning about FTX a month ago,1668293671,-1
0.0,1.0,0.0,0.0,Latin American Bitcoin Conference: Samson Mow talks about grifters printing shitcoins out of thin air sitting next to guy who printed shitcoin out of thin air,1668267409,0
0.0,0.862,0.138,0.34,Kraken Chief Security Officer says large FTX transfer to them was not hack | statement to follow,1668285537,1
0.0,1.0,0.0,0.0,SBF Connective Tissue,1668292326,0
0.0,1.0,0.0,0.0,My money in FTX,1668245420,0
0.162,0.838,0.0,-0.4019,🚨 FTX has been hacked. Delete all FTX apps now and do not visit the website.,1668248266,-1
0.236,0.606,0.158,-0.5106,Looks like Sam is on its way to join the rest of the people who caused chaos and pain in our industry...🤷,1668240188,-1
0.072,0.849,0.079,-0.1531,"True or False: ""A year ago #Bitcoin hit $69,000. One of the main reason for the spectacular rally was all the leverage that funded unprecedented #crypto advertising and speculative buying. The #FTX bankruptcy proves the entire rally was a fraud. It will never be repeated. Bitcoin mania is over.""",1668301759,-1
0.0,1.0,0.0,0.0,FTX investigating a possible $473 million hack | CNN Business,1668276531,0
0.0,0.854,0.146,0.34,Andrew Tate shared his response to the FTX situation and their former CEO Sam Bankman-Fried,1668261094,1
0.164,0.656,0.18,0.0516,Hedge fund admits half its capital stuck on FTX exchange,1668297330,1
0.405,0.595,0.0,-0.5267,This SBF Conspiracy is so juicy,1668292757,-1
0.0,0.597,0.403,0.4019,SBF and the Democratic party?,1668279679,1
0.0,1.0,0.0,0.0,How I built a company and overgrown crypto giant FTX in just 6 months,1668236989,0
0.203,0.797,0.0,-0.4215,"FTX Investigates ""Abnormalities With Wallet Movements"" As Fears Mount Of Potential Hack",1668266500,-1
0.365,0.635,0.0,-0.3182,FTX dumping other peoples Bitcoin?,1668306811,-1
0.0,0.868,0.132,0.4404,"Are the $1,700,000,000+ in crypto thefts from Poly Network, MT. GOX, KuCoin, Coincheck, BitGrail, and now FTX actually a good thing?",1668300925,1
0.135,0.635,0.23,0.296,Thanks to FTX finally people are taking self custody seriously.,1668308261,1
0.14,0.52,0.34,0.5905,FTX CPON FTT NEWS !! Ftx exchange has been hacked. PLEASE BE CAREFUL!!,1668248633,1
0.0,0.725,0.275,0.4215,"FTX says ""unauthorized access to certain assets has occurred"" after declaring bankruptcy",1668282801,1
0.0,0.737,0.263,0.3612,Why does SBF look just like Hans Niemann?,1668274318,1
0.0,1.0,0.0,0.0,is LedgerX (the ocmpany that was aquired by FTX) the same company as the Ledger wallets?,1668281475,0
0.209,0.432,0.36,0.2732,FTX App guys please help me i am a bit scared,1668255091,1
0.0,0.862,0.138,0.34,Kraken Chief Security Officer states FTX $600m transfer to them was not hack | statement to follow,1668285016,1
0.0,1.0,0.0,0.0,Any idea how to withdraw now from FTX?,1668245972,0
0.0,0.852,0.148,0.5657,"As this FTX story unfolds, Bitcoin becomes more and more valuable. People are getting rekt, and they will eventually turn to Bitcoin.",1668308833,1
0.0,1.0,0.0,0.0,What should be the title of the next Netflix documentary regarding FTX?,1668267941,0
0.0,1.0,0.0,0.0,When authorities show up at the FTX Bahamas office,1668244268,0
0.32,0.68,0.0,-0.5106,FTX Withdrawals Spike as Bahama KYC Loophole Abused,1668318915,-1
0.282,0.649,0.069,-0.765,"FTX Faces Potential Hack, Sees Mysterious Outflows Totaling More than $600M -&gt; [Sam Bankrupt Fraud is playing the MtGox playbook]",1668242058,-1
0.179,0.662,0.159,-0.0772,Kraken chief security officer says FTX *not* hacked | statement soon to follow,1668283778,-1
0.0,1.0,0.0,0.0,FTX DRAMA GETS MORE INSANE?!,1668309847,0
0.0,1.0,0.0,0.0,FTX Faces $600 Million Crypto Hack; Instructs Users To Uninstall,1668242748,0
0.162,0.838,0.0,-0.4019,🚨 FTX has been hacked. Delete all FTX apps now and do not visit the website.,1668248376,-1
0.0,1.0,0.0,0.0,Can anyone explain this whole FTX fisaco in simplest way possible?,1668262457,0
0.0,1.0,0.0,0.0,LedgerX (bought by FTX weeks ago) is not included in the bankruptcy,1668258055,0
0.0,1.0,0.0,0.0,Crypto Caligula: Staring Sam Bankman Fried Produced by FTX,1668352285,0
0.0,1.0,0.0,0.0,Elon Musk: Sam Bankman-Fried 'Set Off My BS Detector' When He Approached About Twitter Investment,1668343493,0
0.0,1.0,0.0,0.0,"Beware of these Finance You Tubers. They literally earned a fortune by shilling FTX, Blockfi and what not. This is Andrei Jikh who was shilling Blockfi in his every video. BEWARE AND DYOR!",1668374405,0
0.0,1.0,0.0,0.0,Now that 18k bitcoin was defaulted on by FTX ...,1668376714,0
0.342,0.658,0.0,-0.481,"FTX and SEC, Was this crash orchestrated?",1668331652,-1
0.0,0.692,0.308,0.5994,Sam Bankman-Fried and his girlfriend Caroline Ellison share a romantic night in the Bahamas,1668357303,1
0.356,0.644,0.0,-0.9287,"SBF has been found dead at the Rosewood Baha Mar Hotel. While still unofficial, the cause of death is believed to be suicide. Updates to come.",1668377433,-1
0.529,0.471,0.0,-0.6705,New Theory - Putin killed FTX,1668390777,-1
0.0,1.0,0.0,0.0,"Sam Bankman-Fried is ‘under supervision’ in Bahamas, looking to flee to Dubai",1668331922,0
0.0,1.0,0.0,0.0,What about Blockfolio (FTX),1668338224,0
0.692,0.308,0.0,-0.6705,FTX killed bitcoin,1668394558,-1
0.0,0.824,0.176,0.128,FTX Blowup PlainSite Tag (Links to Legal Proceedings),1668391085,1
0.0,1.0,0.0,0.0,Predicted FTX fallout back in March!,1668396362,0
0.0,1.0,0.0,0.0,The Times 11/Nov/2022 FTX crypto exchange files for bankroptcy,1668369139,0
0.0,0.708,0.292,0.5093,FTX brought the whole BTC acceptance back several years!,1668350865,1
0.216,0.784,0.0,-0.296,Reuters Reports $1B of Client Funds Missing at FTX,1668340313,-1
0.209,0.791,0.0,-0.4404,Can someone link the short bullet style summary of the FTX scandal?,1668371859,-1
0.0,0.707,0.293,0.4404,Is your bank reserve ratio better than FTX?,1668371886,1
0.126,0.794,0.079,-0.5106,"Crypto exchanges chose to share proof of reserve with the public as a way to demonstrate legitimacy in order to combat the growing mistrust among cryptocurrency investors in the wake of the FTX crash.Nevertheless, several irregularities identified during on-chain investigations point to fraud and",1668365843,-1
0.0,0.762,0.238,0.3612,Aged like milk - Tom Brady with Sam from FTX,1668393659,1
0.0,1.0,0.0,0.0,CRYPTO.COM AND BINANCE TO FOLLOW FTX?! Video here👇,1668391608,0
0.128,0.872,0.0,-0.296,"Crypto Lender BlockFi Updates Users on Platform, FTX Exposure - [BlockFi on the brink of no bail-out]",1668505230,-1
0.0,1.0,0.0,0.0,FTX and SBF,1668509749,0
0.0,1.0,0.0,0.0,"While everyone is now transferring their BTC to cold wallets due to FTX debacle, this rap should help...",1668502769,0
0.124,0.732,0.144,0.2263,"The Bitcoin Maxis Warned You About FTX - What the FTX failure means for Bitcoin, and why it may be the best thing to happen in 2022 as well as the catalyst for the next bull market.",1668458008,1
0.0,1.0,0.0,0.0,FTX question!,1668452810,0
0.213,0.787,0.0,-0.4019,Are Crypto Losses on FTX and BlockFi a Tax Write Off? (Answers),1668462077,-1
0.0,1.0,0.0,0.0,Ross vs. SBFraud,1668471799,0
0.135,0.694,0.171,0.2263,"What the FTX failure means for Bitcoin, and why it may be the best thing to happen in 2022",1668474052,1
0.218,0.782,0.0,-0.7506,The FTX Scam Is Indicative of a MUCH Larger Problem - America's Elite Have Been Using the Same Schemes to Fleece the Middle Class for 100+ Years,1668444867,-1
0.0,1.0,0.0,0.0,TRYING TO GET YOUR MONEY FROM FTX BE LIKE😂👇,1668416707,0
0.0,1.0,0.0,0.0,FTX CRYPTO WALLETS OUTFLOWS TOTALLING MORE THAN $380M,1668439169,0
0.297,0.703,0.0,-0.5859,Unpacking the FTX Fraud with Lyn Alden — What Bitcoin Did,1668449168,-1
0.0,1.0,0.0,0.0,If FTX really had almost 0 bitcoin on their exchange and was selling IOU's...,1668439248,0
0.104,0.769,0.127,0.128,$40 Million Dollar Hedge Fund Loses Everything on FTX - Would Have Been Safer to Buy &amp; Self Custody Bitcoin,1668455499,1
0.296,0.704,0.0,-0.2732,How Sam Bankman-Fried’s Crypto Empire Collapsed,1668485519,-1
0.062,0.612,0.326,0.91,"First rule: TRUST NO ONE Kris marszalek it’s just a old scammer. U trusted do kown,u trusted Sam,and now kris? Please do some research. they always say “we are good” 🙂,they are always good with your money 😄",1668428046,1
0.0,0.783,0.217,0.3612,How FTX’s Fallout Highlights the Virtues of Bitcoin: Michael Saylor,1668504514,1
0.697,0.303,0.0,-0.3182,FTX victims,1668434645,-1
0.292,0.708,0.0,-0.5106,Crypto Exchange AAX Suspends Withdrawals as FTX Failure Reverberates,1668416924,-1
0.457,0.543,0.0,-0.7096,Theory about FTX scam to impose regulation on Cryptocurrencies?,1668497430,-1
0.392,0.608,0.0,-0.7739,"In May 2022, I warned FTX CEO he had DANGEROUS and risky people in his corporation .",1668430723,-1
0.0,1.0,0.0,0.0,El Salvador President Bukele says Bitcoin is ‘the opposite‘ of FTX,1668417876,0
0.295,0.705,0.0,-0.7065,FTX apparently had NO Bitcoin. STORING your Bitcoin on an EXCHANGE = YOUR BITCOIN HAS A LOWER PRICE,1668455021,-1
0.242,0.758,0.0,-0.4939,Michael Saylor: The FTX collapse is an expensive ad for Bitcoin.,1668446959,-1
0.0,1.0,0.0,0.0,Investors' attention shifts to Crypto.com since regulators investigate FTX - Onverze,1668425886,0
0.0,1.0,0.0,0.0,WEF removed information about FTX,1668464195,0
0.221,0.779,0.0,-0.5267,"Michael Saylor on the FTX Crypto Implosion | ""Trapped in a Dysfunctional Relationship With Crypto..""",1668453148,-1
0.119,0.704,0.177,0.2975,It’s really sad what’s happening to FTX. However it could be attributed clearly to CZ and many could interpret it differently. Some think it’s him trying to save the crypto industry from regulatory monopoly whilst others believe he destroyed a known competitor to create market dominance,1668430208,1
0.0,1.0,0.0,0.0,FTX was a Bookie,1668462209,0
0.0,1.0,0.0,0.0,Journalist looking for FTX investor,1668435716,0
0.0,1.0,0.0,0.0,Bitcoin Ross vs. SBF,1668471946,0
0.0,0.859,0.141,0.3182,Curious what you folks think of Exchanges responding this way in the wake of FTX,1668470367,1
0.0,1.0,0.0,0.0,Today Explained: FTX Cryptocollapse,1668543278,0
0.151,0.551,0.298,0.4588,Hi friends. After the whole FTX disaster can someone recommend me a place to buy bitcoin? 10$ a week. Thank you.,1668609390,1
0.0,0.588,0.412,0.6369,Best portofolio/alerts app to replace ftx app?,1668520956,1
0.0,1.0,0.0,0.0,SBF DOWN MARKET,1668603149,0
0.0,1.0,0.0,0.0,Gemini Earn halting withdrawals (linked to Genesis which had funds in FTX). NYKNYB,1668611094,0
0.189,0.811,0.0,-0.1027,Crypto Bank Silvergate FTX Exposure Is Questioned,1668586262,-1
0.18,0.82,0.0,-0.296,I have some information about FTX that maybe no one else has.,1668542910,-1
0.0,0.61,0.39,0.8074,Special Report: FTX's Bankman-Fried begged for a rescue even as he revealed huge holes in firm's books,1668605138,1
0.0,1.0,0.0,0.0,"FTX/Blockfolio tracker alternative? I always had Blockfolio , and have been addicted to refreshing it , now it’s gone . What should I use ?",1668526442,0
0.278,0.722,0.0,-0.7964,Kevin O'Leary says SBF is a “brilliant trader” &amp; would still invest in his projects again even after he was exposed as a liar and fraudster 🤡,1668547271,-1
